21	3.2381	0.0965026	0.0307177
24	3.16667	0.025074	0.00798131
27	3.11111	0.0304815	0.00970258
30	3.06667	0.074926	0.0238497
34	3.05882	0.0827691	0.0263462
38	3.05263	0.0889611	0.0283172
43	3.06977	0.0718252	0.0228627
49	3.02041	0.121184	0.0385742
56	3.07143	0.0701641	0.0223339
64	3.125	0.0165927	0.00528161
73	3.12329	0.018305	0.00582666
83	3.13253	0.00906253	0.00288469
95	3.15789	0.0163021	0.00518911
109	3.19266	0.0510679	0.0162554
125	3.136	0.00559265	0.0017802
143	3.07692	0.0646696	0.020585
164	3	0.141593	0.0450703
188	3.04255	0.0990395	0.0315252
216	3.09259	0.0490001	0.0155972
248	3.09677	0.0448185	0.0142662
285	3.08772	0.0538734	0.0171484
327	3.1315	0.0100942	0.00321308
375	3.14667	0.00507401	0.00161511
431	3.09049	0.0511054	0.0162674
495	3.03838	0.103209	0.0328524
569	3.04394	0.0976559	0.0310848
654	3.08257	0.0590238	0.0187879
751	3.08389	0.0577045	0.0183679
863	3.10081	0.0407815	0.0129812
992	3.09677	0.0448185	0.0142662
1140	3.08772	0.0538734	0.0171484
1310	3.11756	0.0240354	0.00765071
1506	3.13147	0.0101186	0.00322083
1731	3.16118	0.0195859	0.00623437
1990	3.17387	0.0322767	0.010274
2288	3.19755	0.0559598	0.0178126
2631	3.1775	0.0359064	0.0114294
3025	3.18942	0.0478288	0.0152244
3478	3.17884	0.0372458	0.0118557
3999	3.17879	0.037202	0.0118418
4598	3.17355	0.0319611	0.0101735
5287	3.17307	0.0314734	0.0100183
6079	3.18473	0.0431417	0.0137324
6990	3.17024	0.0286506	0.00911975
8038	3.16795	0.0263596	0.00839051
9243	3.17559	0.0339997	0.0108224
10629	3.18224	0.0406446	0.0129376
12223	3.17533	0.0337326	0.0107374
14056	3.18014	0.0385439	0.0122689
16164	3.17149	0.0298996	0.00951732
18588	3.17022	0.0286247	0.00911152
21376	3.17141	0.0298145	0.00949026
24582	3.17012	0.0285318	0.00908196
28269	3.16332	0.0217311	0.00691723
32509	3.15937	0.0177786	0.0056591
37385	3.1572	0.0156094	0.00496864
42992	3.15798	0.0163902	0.00521717
49440	3.15526	0.0136662	0.0043501
56855	3.1504	0.00880749	0.00280351
65383	3.15128	0.0096852	0.0030829
75190	3.15037	0.00877309	0.00279256
86468	3.14803	0.00643899	0.00204959
99438	3.14793	0.00633872	0.00201768
114353	3.14615	0.00456005	0.00145151
131505	3.14811	0.00651578	0.00207404
151230	3.14697	0.00537554	0.00171109
173914	3.14696	0.00536504	0.00170774
200000	3.14844	0.00684735	0.00217958
229999	3.15029	0.0086993	0.00276907
264498	3.14793	0.00633285	0.00201581
304172	3.14827	0.00667872	0.0021259
349797	3.14603	0.00443776	0.00141258
402266	3.1446	0.00300321	0.000955952
462605	3.14407	0.00248058	0.000789594
531995	3.14363	0.0020384	0.000648841
611794	3.14423	0.00264217	0.000841029
703562	3.14332	0.00173231	0.000551412
809096	3.14175	0.000155668	4.95507e-05
930460	3.14209	0.000500505	0.000159316
1070028	3.14223	0.0006354	0.000202254
1230532	3.14174	0.000147667	4.70038e-05
1415111	3.1416	6.83931e-06	2.17702e-06
1627377	3.14148	0.000107921	3.43523e-05
1871483	3.14196	0.000366958	0.000116806
2152205	3.1423	0.000712099	0.000226668
2475035	3.14239	0.00080008	0.000254673
2846290	3.14278	0.00118338	0.000376682
3273233	3.14281	0.00121692	0.000387357
3764217	3.14198	0.000383486	0.000122068
4328849	3.14204	0.00044441	0.00014146
4978176	3.14198	0.000383845	0.000122182
5724902	3.14164	4.64522e-05	1.47862e-05
6583637	3.14162	2.95227e-05	9.39737e-06
7571182	3.14191	0.000314119	9.99871e-05
8706859	3.14168	8.77159e-05	2.79208e-05
