21	3.2381	0.0965026	0.0307177
24	3.33333	0.191741	0.061033
27	3.11111	0.0304815	0.00970258
30	3.2	0.0584073	0.0185916
34	3.17647	0.0348779	0.011102
38	3.26316	0.121565	0.0386954
43	3.34884	0.207245	0.065968
49	3.34694	0.205346	0.0653637
56	3.35714	0.21555	0.0686118
64	3.4375	0.295907	0.0941902
73	3.39726	0.255668	0.0813815
83	3.3253	0.183709	0.0584762
95	3.24211	0.100513	0.0319942
109	3.08257	0.0590238	0.0187879
125	3.04	0.101593	0.0323379
143	3.1049	0.0366975	0.0116812
164	3.19512	0.0535293	0.0170389
188	3.10638	0.0352097	0.0112076
216	3.11111	0.0304815	0.00970258
248	3.16129	0.0196977	0.00626996
285	3.15789	0.0163021	0.00518911
327	3.07034	0.0712563	0.0226816
375	3.08267	0.058926	0.0187567
431	3.10905	0.0325439	0.0103591
495	3.09495	0.0466432	0.014847
569	3.11424	0.0273572	0.00870805
654	3.1315	0.0100942	0.00321308
751	3.13182	0.00976842	0.00310938
863	3.13789	0.00370158	0.00117825
992	3.14516	0.00356864	0.00113593
1140	3.12632	0.0152769	0.00486278
1310	3.14198	0.000392079	0.000124803
1506	3.11288	0.0287108	0.00913895
1731	3.11265	0.028941	0.00921221
1990	3.0995	0.0420952	0.0133993
2288	3.11189	0.0297045	0.00945525
2631	3.10604	0.0355493	0.0113157
3025	3.10744	0.0341546	0.0108718
3478	3.12133	0.0202586	0.0064485
3999	3.13378	0.00780921	0.00248575
4598	3.13528	0.00631645	0.00201059
5287	3.14053	0.00105927	0.000337176
6079	3.14657	0.00497751	0.00158439
6990	3.16109	0.0194946	0.00620533
8038	3.17044	0.0288478	0.00918253
9243	3.16694	0.0253445	0.0080674
10629	3.16342	0.0218282	0.00694812
12223	3.16583	0.0242422	0.00771655
14056	3.15481	0.0132167	0.004207
16164	3.15194	0.0103499	0.00329449
18588	3.15645	0.0148524	0.00472765
21376	3.14858	0.00698519	0.00222346
24582	3.14718	0.00558821	0.00177878
28269	3.15073	0.00913783	0.00290866
32509	3.14719	0.00559736	0.00178169
37385	3.14533	0.00373301	0.00118825
42992	3.14263	0.00103853	0.000330576
49440	3.13883	0.0027577	0.000877804
56855	3.13985	0.00174567	0.000555665
65383	3.13923	0.00236686	0.000753395
75190	3.14249	0.000899699	0.000286383
86468	3.14169	0.000101384	3.22714e-05
99438	3.14616	0.00456877	0.00145429
114353	3.14517	0.00358063	0.00113975
131505	3.14233	0.000736535	0.000234447
151230	3.14221	0.00061458	0.000195627
173914	3.14475	0.00315705	0.00100492
200000	3.14444	0.00284735	0.000906339
229999	3.14528	0.00369059	0.00117475
264498	3.14473	0.0031419	0.0010001
304172	3.14441	0.00281249	0.000895242
349797	3.14422	0.002631	0.000837472
402266	3.14253	0.000934928	0.000297597
462605	3.14442	0.00282645	0.000899687
531995	3.14477	0.00318126	0.00101263
611794	3.14546	0.0038648	0.00123021
703562	3.14464	0.00304563	0.000969454
809096	3.14283	0.00123836	0.000394182
930460	3.14325	0.00165692	0.000527415
1070028	3.14267	0.00107651	0.000342664
1230532	3.14182	0.000225682	7.18368e-05
1415111	3.14212	0.00052694	0.00016773
1627377	3.14253	0.000941621	0.000299727
1871483	3.14246	0.000871371	0.000277366
2152205	3.14216	0.000570848	0.000181707
2475035	3.14284	0.0012429	0.000395628
2846290	3.14239	0.000801129	0.000255007
3273233	3.1419	0.00030528	9.71738e-05
3764217	3.14202	0.000425992	0.000135597
4328849	3.14216	0.000571002	0.000181756
4978176	3.14211	0.000514817	0.000163871
5724902	3.1417	0.000105143	3.34681e-05
6583637	3.1419	0.000307788	9.79721e-05
7571182	3.14218	0.00058409	0.000185922
8706859	3.14174	0.000143304	4.56152e-05
